trace_id,dataset,task_id,model,agent_or_harness,success,reward,resolved,duration_s,input_tokens,output_tokens,cache_tokens,total_steps
terminalbench:bn-fit-modify__MLFtY7w,terminalbench,bn-fit-modify,gpt-5@openai,openhands,True,1.0,True,265.0920104980469,56816.0,15774.0,,21
terminalbench:67680a8d-2d14-4279-8129-d558826272c4,terminalbench,headless-terminal,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,True,1.0,True,327.260986328125,386711.0,7527.0,0.0,61
terminalbench:1e7c48ae-91dc-45ea-a985-5726727829ac,terminalbench,financial-document-processor,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,openhands,False,0.0,False,360.8280029296875,943696.0,5758.0,0.0,77
terminalbench:bn-fit-modify__qCnwVnk,terminalbench,bn-fit-modify,minimax-m2.5@Minimax,terminus-2,True,1.0,True,1712.4859619140625,135390.0,14603.0,,32
terminalbench:fix-ocaml-gc__Z7fAXKe,terminalbench,fix-ocaml-gc,gpt-5.2@openai,terminus-2,True,1.0,True,3575.3798828125,,,,51
terminalbench:dna-assembly__7rdUJ9B,terminalbench,dna-assembly,gpt-5-mini@openai,openhands,False,0.0,False,1862.85498046875,551342.0,108774.0,,55
terminalbench:feal-linear-cryptanalysis__dmBnajv,terminalbench,feal-linear-cryptanalysis,gemini-2.5-flash@gemini,openhands,False,0.0,False,1581.5870361328125,1160946.0,97394.0,,81
terminalbench:crack-7z-hash__WwSP6wZ,terminalbench,crack-7z-hash,gpt-5-nano@openai,terminus-2,False,0.0,False,930.5989990234375,470329.0,61082.0,,34
terminalbench:gpt2-codegolf__T5QaQdQ,terminalbench,gpt2-codegolf,openai/gpt-oss-20b@together_ai,terminus-2,False,0.0,False,945.1320190429688,2837109.0,43811.0,,182
terminalbench:adaptive-rejection-sampler__bTf6vXK,terminalbench,adaptive-rejection-sampler,minimax-m2.1@minimax,claude-code,True,1.0,True,737.4810180664062,,,,128
terminalbench:6f12bc24-e55c-4528-8ac3-ee8910452fd0,terminalbench,db-wal-recovery,openai/gpt-oss-20b@together_ai,mini-swe-agent,False,0.0,False,152.19000244140625,60526.0,11292.0,0.0,11
terminalbench:extract-elf__UB2SQBr,terminalbench,extract-elf,grok-4-0709@xai,openhands,False,0.0,False,940.8939819335938,61136.0,378.0,,18
terminalbench:circuit-fibsqrt__scybGyj,terminalbench,circuit-fibsqrt,gpt-5@openai,openhands,False,0.0,False,3686.639892578125,2059842.0,211747.0,,101
terminalbench:code-from-image__73oQ5V7,terminalbench,code-from-image,claude-sonnet-4-5-20250929@anthropic,claude-code,True,1.0,True,69.26899719238281,144346.0,256.0,,14
terminalbench:06b7a682-edd8-4829-b5af-d83486026fde,terminalbench,circuit-fibsqrt,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,False,0.0,False,356.4930114746094,2183379.0,30811.0,2063684.0,71
terminalbench:fix-git__MtWy92J,terminalbench,fix-git,claude-opus-4-1-20250805@anthropic,claude-code,True,1.0,True,136.5760040283203,374576.0,445.0,,28
terminalbench:extract-moves-from-video__zHCA7Rk,terminalbench,extract-moves-from-video,gpt-5-codex@openai,mini-swe-agent,False,0.0,False,678.5579833984375,537612.0,21658.0,,52
terminalbench:40d46bd1-e005-4521-9fed-14f762c7f1c8,terminalbench,dna-insert,openai/gpt-oss-120b@together_ai,mini-swe-agent,False,0.0,False,151.63900756835938,65963.0,5926.0,0.0,14
terminalbench:dna-insert__iRUd7Q5,terminalbench,dna-insert,minimax-m2.1@minimax,claude-code,False,0.0,False,1836.593017578125,,,,123
terminalbench:fix-ocaml-gc__z6bikcu,terminalbench,fix-ocaml-gc,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,terminus-2,False,0.0,False,2452.001953125,6499980.0,18159.0,,143
terminalbench:code-from-image__m3LbDqe,terminalbench,code-from-image,gpt-5@openai,mini-swe-agent,False,0.0,False,1243.906005859375,297818.0,65573.0,,24
terminalbench:chess-best-move__kpaAJdo,terminalbench,chess-best-move,gpt-5-nano@openai,openhands,False,0.0,False,289.25,59150.0,42272.0,,35
terminalbench:cancel-async-tasks__HHzcZuY,terminalbench,cancel-async-tasks,gpt-5-mini@openai,codex,False,0.0,False,61.14699935913086,14946.0,1689.0,,5
terminalbench:b9bc4db6-632b-44d0-b129-ba45301fe86e,terminalbench,compile-compcert,openai/gpt-oss-20b@together_ai,terminus-2,False,0.0,False,71.5250015258789,5713.0,1994.0,0.0,4
terminalbench:filter-js-from-html__MWnTgNe,terminalbench,filter-js-from-html,gpt-5.1-codex@openai,terminus-2,False,0.0,False,524.2100219726562,4146.0,3022.0,,4
terminalbench:crack-7z-hash__vVjqgcj,terminalbench,crack-7z-hash,gpt-5@openai,terminus-2,True,1.0,True,580.458984375,77211.0,14128.0,,10
terminalbench:caffe-cifar-10__WzyYQ5S,terminalbench,caffe-cifar-10,gpt-5-nano@openai,mini-swe-agent,False,0.0,False,536.2570190429688,310323.0,38397.0,,12
terminalbench:fix-ocaml-gc__yh6WnTp,terminalbench,fix-ocaml-gc,claude-opus-4-5-20251101@anthropic,claude-code,True,1.0,True,1462.1529541015625,,,,103
terminalbench:extract-elf__UqjeqV5,terminalbench,extract-elf,openai/gpt-oss-20b@together_ai,mini-swe-agent,False,0.0,False,35.25400161743164,3949.0,1817.0,,5
terminalbench:fix-git__ULbSbuB,terminalbench,fix-git,claude-opus-4-6@anthropic,terminus-3-3,True,1.0,True,157.27999877929688,48813.0,3023.0,,10
terminalbench:custom-memory-heap-crash__RLb3RVr,terminalbench,custom-memory-heap-crash,claude-sonnet-4-5-20250929@anthropic,openhands,True,1.0,True,255.3800048828125,462387.0,5967.0,,65
terminalbench:9fbafb64-c020-4ff1-a71f-295e27005943,terminalbench,db-wal-recovery,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,terminus-2,False,0.0,False,330.8609924316406,256622.0,6170.0,0.0,38
terminalbench:692fe074-31ab-4ef2-99bd-6208dcf5d629,terminalbench,build-cython-ext,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,False,0.0,False,427.0140075683594,910440.0,7208.0,850571.0,48
terminalbench:154652fa-3b4a-4543-a4a9-d5d8661442cf,terminalbench,extract-moves-from-video,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,1834.5660400390625,2412807.0,31552.0,0.0,76
terminalbench:fix-ocaml-gc__tLuq4jT,terminalbench,fix-ocaml-gc,accounts/fireworks/models/minimax-m2@fireworks_ai,terminus-2,False,0.0,False,1471.260986328125,3528183.0,29475.0,,102
terminalbench:count-dataset-tokens__2YnbaA8,terminalbench,count-dataset-tokens,claude-haiku-4-5-20251001@anthropic,mini-swe-agent,False,0.0,False,141.5070037841797,86227.0,3466.0,,13
terminalbench:distribution-search__kvmm8CH,terminalbench,distribution-search,claude-opus-4.6@anthropic,judy,True,1.0,True,479.45001220703125,,,,32
terminalbench:financial-document-processor__PHwLKig,terminalbench,financial-document-processor,gpt-5.2-codex@openai,deepagent-harbor,True,1.0,True,367.4939880371094,,,,43
terminalbench:code-from-image__Et5RbML,terminalbench,code-from-image,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,terminus-2,True,1.0,True,796.5869750976562,1073369.0,14037.0,,67
terminalbench:code-from-image__PZQZsQ3,terminalbench,code-from-image,gemini-2.5-pro@gemini,terminus-2,True,1.0,True,360.7300109863281,49938.0,23104.0,,11
terminalbench:gpt2-codegolf__4zFRa9w,terminalbench,gpt2-codegolf,gpt-5-nano@openai,terminus-2,False,0.0,False,962.3889770507812,245687.0,52614.0,,25
terminalbench:feal-linear-cryptanalysis__ByfrAvh,terminalbench,feal-linear-cryptanalysis,gemini-2.5-flash@gemini,openhands,False,0.0,False,569.9420166015625,1175932.0,55297.0,,62
terminalbench:fix-git__3KCQYxM,terminalbench,fix-git,minimax-m2.1@minimax,claude-code,True,1.0,True,145.26699829101562,,,,28
terminalbench:fix-ocaml-gc__vw95jy4,terminalbench,fix-ocaml-gc,gpt-5-mini@openai,mini-swe-agent,False,0.0,False,1738.0,3350307.0,80464.0,,66
terminalbench:compile-compcert__6iBk2pj,terminalbench,compile-compcert,gemini-2.5-pro@gemini,gemini-cli,False,0.0,False,161.13800048828125,311247.0,3109.0,,30
terminalbench:fix-git__Skgg4da,terminalbench,fix-git,gpt-5.2-codex@openai,deepagent-harbor,True,1.0,True,95.38800048828125,,,,19
terminalbench:fix-git__PXLPGar,terminalbench,fix-git,moonshotai/Kimi-K2-Thinking@together_ai,terminus-2,True,1.0,True,227.69200134277344,46750.0,4279.0,,15
terminalbench:db-wal-recovery__FXXKoTJ,terminalbench,db-wal-recovery,claude-opus-4-5-20251101@anthropic,claude-code,False,0.0,False,626.427001953125,,,,146
terminalbench:build-pmars__8vv6CCn,terminalbench,build-pmars,claude-haiku-4-5-20251001@anthropic,openhands,False,0.0,False,2255.68798828125,15871454.0,25113.0,,2393
terminalbench:extract-elf__3Npg7SS,terminalbench,extract-elf,claude-sonnet-4-5-20250929@anthropic,openhands,False,0.0,False,317.7019958496094,651383.0,8682.0,,87
terminalbench:dna-insert__x6WPErT,terminalbench,dna-insert,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,876.3889770507812,180671.0,11273.0,,12
terminalbench:extract-moves-from-video__4H6b7Bi,terminalbench,extract-moves-from-video,minimax-m2.1@minimax,claude-code,False,0.0,False,1839.6820068359375,,,,173
terminalbench:headless-terminal__SiBJCji,terminalbench,headless-terminal,gpt-5.1@openai,terminus-2,True,1.0,True,284.87298583984375,30765.0,15583.0,,7
terminalbench:20447284-eac4-4d74-b166-70aeea49f493,terminalbench,distribution-search,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,True,1.0,True,258.2489929199219,321293.0,5887.0,0.0,57
terminalbench:cancel-async-tasks__aDgLK6w,terminalbench,cancel-async-tasks,gemini-2.5-pro@gemini,terminus-2,False,0.0,False,93.63999938964844,2715.0,4921.0,,4
terminalbench:custom-memory-heap-crash__ciAtnqU,terminalbench,custom-memory-heap-crash,claude-opus-4-1-20250805@anthropic,openhands,True,1.0,True,324.0920104980469,447715.0,6939.0,,67
terminalbench:fix-git__mZgFQv2,terminalbench,fix-git,minimax-m2.5@Minimax,terminus-2,True,1.0,True,95.33599853515625,2916.0,2219.0,,8
terminalbench:custom-memory-heap-crash__FzGdWxK,terminalbench,custom-memory-heap-crash,gemini-2.5-pro@gemini,openhands,True,1.0,True,300.01300048828125,426060.0,8883.0,,65
terminalbench:git-leak-recovery__PxHBeUa,terminalbench,git-leak-recovery,claude-opus-4-6@anthropic,terminus-3-3,True,1.0,True,511.2250061035156,86586.0,5121.0,,14
terminalbench:fix-ocaml-gc__nPmHKjP,terminalbench,fix-ocaml-gc,gpt-5@openai,codex,True,1.0,True,1147.427001953125,610955.0,3589.0,,26
terminalbench:0d697a1e-392e-4485-ba4c-39adfcbed9fc,terminalbench,compile-compcert,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,openhands,False,0.0,False,865.9019775390625,837062.0,3819.0,0.0,97
terminalbench:fix-git__yNV23cS,terminalbench,fix-git,gemini-2.5-flash@gemini,openhands,True,1.0,True,121.81300354003906,121019.0,2144.0,,31
terminalbench:fix-code-vulnerability__jXVRuZD,terminalbench,fix-code-vulnerability,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,False,0.0,False,344.2449951171875,1078690.0,8837.0,,86
terminalbench:constraints-scheduling__W3Jxwhg,terminalbench,constraints-scheduling,claude-opus-4-5-20251101@anthropic,terminus-2,True,1.0,True,75.47599792480469,15637.0,2699.0,,5
terminalbench:custom-memory-heap-crash__eota4AF,terminalbench,custom-memory-heap-crash,claude-sonnet-4-5-20250929@anthropic,claude-code,True,1.0,True,427.3479919433594,3244616.0,523.0,,84
terminalbench:1ae6a8b0-57f5-4c2d-8539-b029fd08fb5e,terminalbench,break-filter-js-from-html,moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,False,0.0,False,1239.27099609375,2040983.0,18232.0,0.0,126
terminalbench:dna-assembly__AvKW6un,terminalbench,dna-assembly,grok-code-fast-1@xai,mini-swe-agent,False,0.0,False,771.8489990234375,176939.0,921.0,,10
terminalbench:3b23937e-076c-411b-a846-a114f5d5c5e9,terminalbench,circuit-fibsqrt,moonshotai/Kimi-K2-Thinking@together_ai,terminus-2,False,0.0,False,3634.458984375,11196629.0,90085.0,0.0,136
terminalbench:4974c98e-b97b-45e5-bd10-8deddebe6336,terminalbench,custom-memory-heap-crash,moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,True,1.0,True,384.9219970703125,417095.0,9714.0,0.0,42
terminalbench:adaptive-rejection-sampler__PBNQ4Kx,terminalbench,adaptive-rejection-sampler,accounts/fireworks/models/minimax-m2@fireworks_ai,terminus-2,True,1.0,True,951.1300048828125,83231.0,14877.0,,10
terminalbench:b7efea1e-4828-4539-8725-22e67d0c35b2,terminalbench,crack-7z-hash,moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,True,1.0,True,513.0999755859375,672617.0,6664.0,0.0,52
terminalbench:caffe-cifar-10__oTues2B,terminalbench,caffe-cifar-10,claude-opus-4-6@anthropic,claude-code,False,0.0,False,821.3099975585938,,,,34
terminalbench:0929d509-86d4-44b8-8811-28026e635b73,terminalbench,distribution-search,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,62.95800018310547,4359.0,4301.0,0.0,4
terminalbench:crack-7z-hash__vWPWYQH,terminalbench,crack-7z-hash,claude-sonnet-4-5-20250929@anthropic,claude-code,True,1.0,True,267.9469909667969,814184.0,537.0,,48
terminalbench:8dfb5ec6-6842-447e-9754-96e70dc79f9f,terminalbench,bn-fit-modify,accounts/fireworks/models/minimax-m2@fireworks_ai,terminus-2,False,0.0,False,733.89599609375,244449.0,11275.0,0.0,18
terminalbench:distribution-search__tP8JDzc,terminalbench,distribution-search,gemini-2.5-pro@gemini,terminus-2,False,0.0,False,849.7520141601562,176837.0,81759.0,,12
terminalbench:filter-js-from-html__3fSyUWg,terminalbench,filter-js-from-html,minimax-m2.1@minimax,claude-code,False,0.0,False,497.281005859375,,,,25
terminalbench:cancel-async-tasks__g9dhjyY,terminalbench,cancel-async-tasks,moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,False,0.0,False,104.50599670410156,16036.0,1410.0,,9
terminalbench:db-wal-recovery__gFMVm5x,terminalbench,db-wal-recovery,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,False,0.0,False,305.635986328125,181678.0,5436.0,,37
terminalbench:gcode-to-text__LN8Z8Ny,terminalbench,gcode-to-text,claude-haiku-4-5-20251001@anthropic,mini-swe-agent,False,0.0,False,52.01900100708008,6097.0,554.0,,6
terminalbench:crack-7z-hash__8qnjwXY,terminalbench,crack-7z-hash,gpt-5-nano@openai,terminus-2,False,0.0,False,936.6719970703125,570706.0,69528.0,,30
terminalbench:049c2bfc-21a0-40cc-bf9e-1b95328f88ff,terminalbench,feal-linear-cryptanalysis,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,516.4810180664062,179277.0,20466.0,0.0,17
terminalbench:gpt2-codegolf__5zLsge7,terminalbench,gpt2-codegolf,grok-4-0709@xai,terminus-2,False,0.0,False,319.572998046875,3518.0,654.0,,4
terminalbench:configure-git-webserver__TtU4PXQ,terminalbench,configure-git-webserver,claude-opus-4-1-20250805@anthropic,claude-code,True,1.0,True,206.40699768066406,1107717.0,615.0,,53
terminalbench:db-wal-recovery__u9Cvi5v,terminalbench,db-wal-recovery,claude-haiku-4-5-20251001@anthropic,terminus-2,False,0.0,False,271.3550109863281,577855.0,9700.0,,37
terminalbench:code-from-image__fJMD29X,terminalbench,code-from-image,gpt-5@openai,terminus-2,False,0.0,False,1247.508056640625,587599.0,55424.0,,20
terminalbench:build-pov-ray__8oGaN8j,terminalbench,build-pov-ray,moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,False,0.0,False,264.70001220703125,118243.0,5148.0,,26
terminalbench:constraints-scheduling__EkmxHGp,terminalbench,constraints-scheduling,gpt-5-codex@openai,terminus-2,True,1.0,True,345.4490051269531,11739.0,7289.0,,6
terminalbench:configure-git-webserver__uwEiihm,terminalbench,configure-git-webserver,gpt-5-codex@openai,codex,True,1.0,True,236.2729949951172,354411.0,6267.0,,35
terminalbench:headless-terminal__cyrwskS,terminalbench,headless-terminal,claude-sonnet-4-5-20250929@anthropic,terminus-2,True,1.0,True,222.91099548339844,76852.0,5474.0,,16
terminalbench:d40fff22-a58a-4de8-9f76-a827d4dfc815,terminalbench,circuit-fibsqrt,moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,False,0.0,False,908.7479858398438,2517756.0,28246.0,0.0,82
terminalbench:git-leak-recovery__kCYf3Fr,terminalbench,git-leak-recovery,gpt-5-codex@openai,codex,True,1.0,True,91.7760009765625,73442.0,2381.0,,16
terminalbench:build-pov-ray__TzJmCGC,terminalbench,build-pov-ray,claude-opus-4-1-20250805@anthropic,mini-swe-agent,False,0.0,False,730.8140258789062,1198709.0,11984.0,,117
terminalbench:feal-differential-cryptanalysis__izAjBLg,terminalbench,feal-differential-cryptanalysis,gpt-5-nano@openai,mini-swe-agent,False,0.0,False,178.05499267578125,13601.0,15892.0,,9
terminalbench:fix-ocaml-gc__RG57kDm,terminalbench,fix-ocaml-gc,minimax-m2.5@Minimax,terminus-2,False,0.0,False,3803.805908203125,342529.0,72851.0,,115
terminalbench:cobol-modernization__QyBePUG,terminalbench,cobol-modernization,claude-haiku-4-5-20251001@anthropic,claude-code,True,1.0,True,215.55799865722656,1503204.0,1055.0,,66
terminalbench:distribution-search__cpJ6h64,terminalbench,distribution-search,claude-opus-4-1-20250805@anthropic,mini-swe-agent,True,1.0,True,232.92100524902344,65478.0,7101.0,,11
terminalbench:constraints-scheduling__kXiL9dr,terminalbench,constraints-scheduling,grok-4-0709@xai,openhands,True,1.0,True,1008.9310302734375,182858.0,1492.0,,40
terminalbench:headless-terminal__vnNoRzd,terminalbench,headless-terminal,gpt-5@openai,mini-swe-agent,True,1.0,True,351.3630065917969,32077.0,13565.0,,8
terminalbench:dna-insert__7YEcfiJ,terminalbench,dna-insert,gpt-5-mini@openai,mini-swe-agent,False,0.0,False,322.17999267578125,60988.0,16525.0,,10
terminalbench:chess-best-move__ZDTdduj,terminalbench,chess-best-move,moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,False,0.0,False,148.0659942626953,68936.0,3984.0,,18
terminalbench:count-dataset-tokens__zrMQhBB,terminalbench,count-dataset-tokens,claude-haiku-4-5-20251001@anthropic,openhands,False,0.0,False,211.20599365234375,375338.0,3406.0,,63
terminalbench:adaptive-rejection-sampler__8qF4pJZ,terminalbench,adaptive-rejection-sampler,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,1030.0240478515625,220437.0,23784.0,,14
terminalbench:build-cython-ext__yBfv37u,terminalbench,build-cython-ext,gpt-5-nano@openai,mini-swe-agent,False,0.0,False,182.6060028076172,17656.0,14018.0,,6
terminalbench:code-from-image__mo9A5Mt,terminalbench,code-from-image,gpt-5@openai,openhands,True,1.0,True,325.0409851074219,119512.0,10477.0,,33
terminalbench:distribution-search__MXHKQPY,terminalbench,distribution-search,minimax-m2.5@Minimax,terminus-2,True,1.0,True,3309.01806640625,753216.0,35762.0,,51
terminalbench:crack-7z-hash__NsKUzmX,terminalbench,crack-7z-hash,gpt-5-codex@openai,mini-swe-agent,True,1.0,True,700.8330078125,229224.0,21825.0,,37
terminalbench:bb145c90-7b10-4100-9796-09103269117f,terminalbench,financial-document-processor,moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,False,0.0,False,348.364013671875,659921.0,7560.0,0.0,45
terminalbench:9048931d-9e6f-42f6-a0f9-509d26f8ad35,terminalbench,feal-linear-cryptanalysis,accounts/fireworks/models/minimax-m2@fireworks_ai,terminus-2,False,0.0,False,1832.54296875,5173499.0,71856.0,0.0,93
terminalbench:extract-moves-from-video__7o75NNM,terminalbench,extract-moves-from-video,claude-sonnet-4-5-20250929@anthropic,terminus-2,False,0.0,False,1320.333984375,1235228.0,10931.0,,54
terminalbench:git-multibranch__gFnVsDz,terminalbench,git-multibranch,gemini-2.5-flash@gemini,openhands,False,0.0,False,259.2439880371094,492053.0,6038.0,,75
terminalbench:fix-code-vulnerability__sKsTifn,terminalbench,fix-code-vulnerability,gemini-2.5-flash@gemini,openhands,False,0.0,False,171.41400146484375,533430.0,5231.0,,43
terminalbench:2e563e3e-2ee0-4228-a890-8984e91482ac,terminalbench,financial-document-processor,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,terminus-2,False,0.0,False,860.3170166015625,1443794.0,13698.0,0.0,59
terminalbench:headless-terminal__tLdmSJF,terminalbench,headless-terminal,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,terminus-2,True,1.0,True,293.34600830078125,115355.0,4637.0,,20
terminalbench:circuit-fibsqrt__VhipM2H,terminalbench,circuit-fibsqrt,claude-opus-4.6@anthropic,judy,False,0.0,False,551.2689819335938,,,,6
terminalbench:4eb06e40-bdab-43ba-96b2-7bf3e26c6ea7,terminalbench,extract-moves-from-video,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,1834.166015625,693964.0,34260.0,0.0,31
terminalbench:git-multibranch__arYYHzt,terminalbench,git-multibranch,gpt-5-mini@openai,terminus-2,True,1.0,True,233.72999572753906,5498.0,6335.0,,4
terminalbench:db-wal-recovery__UJ9DRf2,terminalbench,db-wal-recovery,claude-opus-4-1-20250805@anthropic,openhands,False,0.0,False,553.5040283203125,755241.0,13158.0,,99
terminalbench:fbc6821a-6f7a-4ba5-94b1-a96cf58fb537,terminalbench,headless-terminal,openai/gpt-oss-20b@together_ai,terminus-2,False,0.0,False,37.560001373291016,5919.0,1965.0,0.0,5
terminalbench:5baafe70-5596-471d-a625-38c3a4da7d35,terminalbench,constraints-scheduling,openai/gpt-oss-120b@together_ai,terminus-2,True,1.0,True,113.61799621582031,8229.0,4368.0,0.0,5
terminalbench:fix-git__t4bDAtm,terminalbench,fix-git,gpt-5.1@openai,terminus-2,True,1.0,True,163.03399658203125,20680.0,7502.0,,6
terminalbench:c11b9691-ba1e-4b0f-8edb-21d56f1b4feb,terminalbench,filter-js-from-html,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,668.5499877929688,3078.0,2234.0,0.0,4
terminalbench:headless-terminal__DYUC7rP,terminalbench,headless-terminal,claude-opus-4-5-20251101@anthropic,terminus-2,True,1.0,True,139.0260009765625,54279.0,4000.0,,10
terminalbench:build-pov-ray__c6zj6vF,terminalbench,build-pov-ray,gemini-2.5-flash@gemini,openhands,False,0.0,False,330.02301025390625,570625.0,11963.0,,98
terminalbench:code-from-image__XirRvKv,terminalbench,code-from-image,claude-haiku-4-5-20251001@anthropic,terminus-2,True,1.0,True,327.1910095214844,148622.0,9616.0,,18
terminalbench:fix-code-vulnerability__866Bt5e,terminalbench,fix-code-vulnerability,gpt-5-nano@openai,openhands,False,0.0,False,1002.4420166015625,4025558.0,69537.0,,130
terminalbench:build-pov-ray__D2eGsqW,terminalbench,build-pov-ray,claude-opus-4-1-20250805@anthropic,terminus-2,False,0.0,False,899.8259887695312,957906.0,11601.0,,60
terminalbench:d4a7b660-a192-4056-8e5b-18b3e1208429,terminalbench,extract-moves-from-video,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,1834.8680419921875,1746719.0,27056.0,0.0,58
terminalbench:bfc60b24-e856-4de1-a7df-00436ed399ec,terminalbench,circuit-fibsqrt,openai/gpt-oss-120b@together_ai,mini-swe-agent,False,0.0,False,366.2300109863281,18353.0,3253.0,0.0,8
terminalbench:gpt2-codegolf__JnKGpLA,terminalbench,gpt2-codegolf,moonshotai/Kimi-K2-Thinking@together_ai,terminus-2,False,0.0,False,937.1480102539062,267552.0,11144.0,,19
terminalbench:fix-ocaml-gc__kbiWgdx,terminalbench,fix-ocaml-gc,gpt-5@openai,openhands,True,1.0,True,1746.9019775390625,1022157.0,20216.0,,59
terminalbench:break-filter-js-from-html__TksJXLG,terminalbench,break-filter-js-from-html,claude-opus-4-5-20251101@anthropic,terminus-2,True,1.0,True,244.99600219726562,77373.0,4174.0,,16
terminalbench:compile-compcert__Zjfb57M,terminalbench,compile-compcert,gpt-5-codex@openai,codex,True,1.0,True,2131.39599609375,2725026.0,14465.0,,89
terminalbench:dna-assembly__vUuk2pc,terminalbench,dna-assembly,gemini-2.5-flash@gemini,terminus-2,False,0.0,False,1002.2139892578125,705489.0,59231.0,,30
terminalbench:break-filter-js-from-html__HpxC3Nh,terminalbench,break-filter-js-from-html,gemini-2.5-pro@gemini,mini-swe-agent,False,0.0,False,80.66799926757812,9622.0,2944.0,,8
terminalbench:custom-memory-heap-crash__RnaqAq5,terminalbench,custom-memory-heap-crash,claude-opus-4-6@anthropic,terminus-2,True,1.0,True,331.73199462890625,94037.0,11928.0,,11
terminalbench:dna-insert__nR2apAU,terminalbench,dna-insert,gemini-2.5-pro@gemini,gemini-cli,False,0.0,False,192.24400329589844,423015.0,6251.0,,20
terminalbench:chess-best-move__n8SxCuH,terminalbench,chess-best-move,gpt-5-mini@openai,terminus-2,False,0.0,False,934.0479736328125,365277.0,33458.0,,15
terminalbench:adaptive-rejection-sampler__yN8WwbC,terminalbench,adaptive-rejection-sampler,gpt-5.1-codex@openai,terminus-2,False,0.0,False,489.1820068359375,319465.0,17868.0,,23
terminalbench:filter-js-from-html__wLL7v2U,terminalbench,filter-js-from-html,claude-sonnet-4-5-20250929@anthropic,claude-code,False,0.0,False,481.5799865722656,45527.0,251.0,,8
terminalbench:feal-differential-cryptanalysis__tN2kDYo,terminalbench,feal-differential-cryptanalysis,claude-opus-4-5-20251101@anthropic,claude-code,False,0.0,False,459.7330017089844,,,,16
terminalbench:build-pmars__fNTBGn5,terminalbench,build-pmars,gpt-5.2-codex@openai,deepagent-harbor,True,1.0,True,428.02099609375,,,,57
terminalbench:fix-ocaml-gc__tAmpsvV,terminalbench,fix-ocaml-gc,gpt-5-nano@openai,terminus-2,False,0.0,False,5165.376953125,444087.0,47787.0,,25
terminalbench:extract-moves-from-video__cZ82e8t,terminalbench,extract-moves-from-video,claude-opus-4-1-20250805@anthropic,claude-code,False,0.0,False,1655.5050048828125,2928760.0,727.0,,71
terminalbench:caffe-cifar-10__aFR4ffV,terminalbench,caffe-cifar-10,claude-opus-4-6@anthropic,terminus-2,False,0.0,False,1234.2669677734375,86827.0,4279.0,,19
terminalbench:configure-git-webserver__CqhAnMP,terminalbench,configure-git-webserver,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,True,1.0,True,146.9010009765625,67380.0,2321.0,,14
terminalbench:1f30c859-6383-4b9e-b4e3-1badf62476bb,terminalbench,gpt2-codegolf,moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,False,0.0,False,259.4739990234375,210673.0,8346.0,0.0,22
terminalbench:crack-7z-hash__Cn5a5H3,terminalbench,crack-7z-hash,claude-opus-4-1-20250805@anthropic,terminus-2,True,1.0,True,257.12701416015625,112309.0,3505.0,,21
terminalbench:extract-elf__t9PdBpH,terminalbench,extract-elf,gemini-3-flash-preview@gemini,terminus-2,False,0.0,False,188.6020050048828,,,,10
terminalbench:bn-fit-modify__SVdG54N,terminalbench,bn-fit-modify,grok-4-0709@xai,openhands,True,1.0,True,1023.281982421875,1100981.0,4182.0,,91
terminalbench:break-filter-js-from-html__FSDJrT8,terminalbench,break-filter-js-from-html,gpt-5-mini@openai,mini-swe-agent,False,0.0,False,174.83799743652344,6367.0,8324.0,,5
